iso3,country_name,cost_of_living_index,cpi_and_rent_index,rent_index,groceries_index,restaurant_price_index,purchasing_power_incl_rent_index,quality_of_life_index,safety_index,health_care_index,pollution_index,property_price_to_income_ratio,year_last_update
BRA,Brazil,31.094277810577925,20.718165743627658,8.35506124254509,30.86298856846314,26.90166593774348,47.79029901756325,118.03983147165755,36.05600787664736,59.25688269357349,52.7699454146685,15.16511944079925,
VGB,British Virgin Islands,,,45.780432588793715,83.13949466008313,79.66342613369862,,,59.31372549019608,,68.10344827586206,,
BRN,Brunei,48.4524638982611,33.195719049469325,15.017356123652844,66.62325436325642,33.46590551096417,140.56821276223016,193.35863771526036,70.64057248223246,74.18981481481482,35.48798201909146,4.703082266604181,
BGR,Bulgaria,41.52454042181968,27.385807867915517,10.539553032875784,42.65303672568086,42.60441971788615,86.65990568351862,148.55504811939667,64.5984110775609,58.2669377480101,62.56387995229395,8.534373553385977,
BFA,Burkina Faso,,,13.270158482925238,56.36520165230219,25.01309040774064,,,53.47462514417531,49.30555555555556,,1.6843399025555277,
BDI,Burundi,,,11.026929349036909,43.81877545683624,36.19703472541505,,,43.443627450980394,34.44444444444444,87.84482758620689,32.23954526076939,
KHM,Cambodia,34.890625935140626,23.40091223844916,9.71095494007286,41.824099649764726,25.31688933129387,23.240375689338478,69.54267174800894,50.41347291227967,51.55550562358786,77.08047102203716,37.09958091354814,
CMR,Cameroon,40.94550266855261,30.64746881961541,18.377394266776033,37.96191069049317,45.52431943773538,11.037228088208678,30.64950588842204,34.83932522025585,45.52777777777778,91.90262067745597,45.70219202747873,
CAN,Canada,62.67682036361193,47.741221747362324,29.9455035354261,69.40986667484262,63.62979393436638,126.26643583822397,173.01799930964813,54.287025838879686,68.54926389770941,29.846760336809222,7.400667933053925,
CPV,Cape Verde,46.30540326391909,29.022051645228668,8.428993203674324,57.26210573006394,35.468763166905745,22.072362982269183,110.5768256936516,49.68148255291422,67.28395061728395,81.03448275862068,13.737669459146096,
CYM,Cayman Islands,117.78521172756678,98.2239942734261,74.91686593927521,124.34671167139311,105.32364238414111,152.3449275009656,197.7119374962216,69.46161783448599,62.276234567901234,23.95644283121597,6.905392180002818,
CAF,Central African Republic,,,,,,,,21.986102133160955,41.666666666666664,84.82758620689656,9.44677932254174,
TCD,Chad,,,9.68680381155709,39.336399394794746,,,,29.688693659281896,41.52777777777778,60.560344827586206,2.6907085064170126,
CHL,Chile,39.94632854046828,26.956032398826363,11.478135893576685,43.17822968717989,40.41038849061687,54.65396918901012,109.98859479281396,39.31763164558689,63.63824336446211,77.31411262550306,15.295999883045452,
CHN,China,30.374783372254594,20.930626699696774,9.677944084661547,34.9493048658187,21.047175701620077,98.0765049778383,137.3099012993408,76.85906171464718,69.36750030185546,76.4038369545354,19.681379048113943,
COL,Colombia,32.78300086875012,22.74697626045423,10.789084883875573,33.884552298393466,27.703281662923096,42.40644834470515,106.76015671849312,38.863406704116436,68.89916400540315,62.23821397227199,16.636410959712332,
COM,Comoros,,,19.11519213230636,,25.499866959984075,,,54.65686274509805,,,11.145404663923182,
COK,Cook Islands,,,6.722938608392741,64.44569992886267,52.24734375550799,,,69.08263305322129,,8.620689655172415,,
CRI,Costa Rica,53.874044756649596,38.33521799516213,19.82075536822251,60.25805625291184,48.45165784590451,52.3124084542476,127.93119236156357,46.05633628676907,64.79891037238627,41.43972916008844,9.95493282110419,
HRV,Croatia,52.491836718065656,36.441125967233106,17.316755196292082,49.00578750773701,55.35301589568168,91.04993070317227,177.7281986445293,75.61770820448129,65.05243490653251,32.102958592938286,12.46073334889509,
CUB,Cuba,42.03135966599792,27.879584154366604,11.017788676710106,41.194459732632886,26.503388795300754,2.5298429193618075,,64.62622162616282,59.30470787926928,65.56139613120271,51.19641898095837,
CUW,Curacao,,,20.181920818915128,,62.03741324651455,,,45.55831357289103,45.06172839506173,55.459770114942536,2.1301775147928996,
CYP,Cyprus,58.925182856277644,43.651960803538145,25.45396534166414,54.744740580922866,60.76228274892499,92.00664778622458,159.57145397803706,66.52981969862628,56.394455641202086,55.76946907181415,8.193573651815777,
CZE,Czech Republic,52.85799897110015,37.517301067329235,19.238908343723818,50.37281009481943,42.979223500376136,96.04364453259475,175.27310579951242,73.24307269703411,75.48246583916847,34.558427553146565,13.176927553968072,
COD,Democratic Republic of the Congo,50.40385356692288,41.82177338644872,31.59625216778123,48.17626793286033,66.20501199836477,27.97680685226182,45.07151870135059,32.480464250362644,25.0,83.2183908045977,21.323986864949493,
DNK,Denmark,79.01276954271262,55.292993559767076,27.030955975046222,73.00506543497517,93.41444489363506,156.37305547887166,213.94099030491267,73.81023868773322,76.30633838804134,22.927768725173706,6.034023048823341,
DJI,Djibouti,72.4897422821978,48.87518588998109,20.738517112704503,70.62372293800118,59.40284536805327,116.86636780536837,,46.35695187165775,,64.59770114942529,16.497464621328202,
DMA,Dominica,55.05096295481307,35.529058970547545,12.268772510619923,68.10062690738695,41.712027859573,32.14524629326179,,46.41943734015346,36.57407407407407,20.689655172413794,0.6192694865917566,
DOM,Dominican Republic,38.3686457657723,27.3769885320821,14.280463924080921,39.35135830118714,35.79736885724928,39.012449143390185,95.36009665031783,40.04787523949986,58.0869534624575,72.67235162240823,15.789011513613953,
ECU,Ecuador,30.863487069886865,20.54772492019786,8.25652715344109,33.75444996141457,26.71594484731006,50.63957323210913,129.15644675355526,38.072389802142695,77.62069201224631,58.95918644083275,11.600155676762386,
EGY,Egypt,21.824270731646536,13.613280177518147,3.8299110674804093,22.475318244641812,20.353950466407607,22.399502790066503,81.73806787728358,53.62405737381709,47.86920417901947,82.48623767521134,20.663094349988025,
SLV,El Salvador,39.61003528719714,28.854017370158182,16.038256257917833,42.30020761486727,34.836323206828425,33.63205862942625,89.14111449551277,43.22519679064012,51.87492275367692,73.95399629826771,22.179777802539288,
GNQ,Equatorial Guinea,58.76626814609745,35.09246058095465,6.88519421973038,60.13415994439272,55.30250704548985,46.130007368119685,,52.15974625144175,42.592592592592595,59.85221674876847,4.6444135617,
ERI,Eritrea,,,7.787393172320581,,,,,73.48713011344692,55.55555555555556,15.517241379310345,25.00287205435297,
EST,Estonia,59.989344001537546,39.80914378044339,15.764499449661184,54.12647098080804,67.01119252504832,94.22469663955438,192.7936681422674,76.7895992407929,75.3123881765552,16.107105269448244,10.024431166599664,
SWZ,Eswatini,28.835676815561488,18.38681280877744,5.937024602949017,28.26520062034649,24.85349869109698,68.31508381920133,172.61431117914782,57.69710681475387,61.111111111111114,30.09404388714734,2.1615447154471545,
ETH,Ethiopia,41.90936999580236,30.836978326677094,17.64425889582906,44.74695582064794,22.92901003480714,13.149191731961393,52.92762400103898,49.59589157194642,52.493311036789294,73.83466168063497,44.19569954858388,
FLK,Falkland Islands,,,36.16712558407572,,,,,55.63725490196079,,3.4482758620689653,,
FRO,Faroe Islands,,,25.88285844668574,84.08261645149511,109.6429617326923,,,83.7785237851135,66.94444444444444,4.926108374384237,8.979710436845853,
FJI,Fiji,34.479129315198435,26.31372623642676,16.584674458173694,43.60404872834886,32.57334845369645,63.30761011487456,126.42225824913052,42.922510347268,48.44866796621182,53.43719854155426,6.1001016679988,
FIN,Finland,69.01128502364426,47.08478695094443,20.95943428836002,68.59632112978605,74.33738529618627,132.68328029145752,204.98874882267157,73.66829974499038,77.51043844453403,11.757701481203316,7.099707310760332,
FRA,France,68.02031981322195,46.77268751587023,21.456201263814474,73.37357524636676,66.73336323383144,123.7081044126848,170.75720605352018,44.1889238870296,76.97902988786645,43.45004094342923,8.517041514300832,
GUF,French Guiana,86.2433180242279,58.745149839139586,25.981169972014662,111.41665478612856,72.49859868005251,80.33745338819548,,36.8684012066365,55.55555555555556,37.301061007957564,7.333333333333333,
PYF,French Polynesia,,,30.290718406793758,107.4575201675726,64.91356736704448,,,79.03527200353825,88.19444444444444,52.298850574712645,21.114968473119724,
ATF,French Southern Territories,,,,,,,,53.6764705882353,38.888888888888886,37.701149425287355,,
GAB,Gabon,,,21.648351762399226,72.75404171485138,76.07128555348258,,,40.40247678018576,31.48148148148148,76.46551724137932,,
GMB,Gambia,30.92886081901307,17.95535760982175,2.4974698301358127,30.376030661481767,47.3499426452269,6.863864805891351,0.0,39.29187192118226,66.66666666666667,61.666666666666664,106.20668766830002,
GEO,Georgia,33.16391137531206,23.422597648399698,11.815853348938314,32.42918661163159,36.09952805092557,45.92259294866452,127.16454153457519,73.71512173468449,56.333469373969564,68.50294372902624,12.632141594790422,
DEU,Germany,68.98503211529435,48.081700827390904,23.175448132198458,65.26048418576607,66.94803646102217,146.0494046798846,196.91223980221142,60.97557349792646,71.35156332668215,28.943646779066565,7.623848846396598,
GHA,Ghana,33.98598742512541,23.278705255196563,10.521012630514274,37.209910903379544,34.93498988507183,18.909995889585847,42.84636451202819,55.03742602633388,56.98221454186225,86.34626223918131,54.63937355401344,
GIB,Gibraltar,71.10654059088057,62.407486017751346,52.042590182559486,62.15777232142309,79.39257377964154,92.68537516106092,168.53312574569324,79.77391064907903,73.26388888888889,54.78927203065135,18.85905185083324,
GRC,Greece,54.098859654924844,35.34048791453897,12.989947692905849,51.28933989814579,59.19476318574978,67.31715114125154,141.7636325586733,53.84978999820742,58.74688311547587,49.45716486424858,12.045820457256367,
GRL,Greenland,97.67732461924516,62.91928861713972,21.505199353865073,120.70074825055801,88.2822109031339,136.08873169724885,,61.27366189202224,51.388888888888886,77.11080121703856,4.933809112105178,
GRD,Grenada,76.70550713388548,48.656591782946656,15.236398420713805,69.23498568668258,53.61804332851381,35.89050798210025,,75.78267849029096,58.888888888888886,49.17711598746081,164.7858202485007,
GLP,Guadeloupe,,,27.109823863473558,95.38027127074365,,,,55.7422969187675,93.05555555555556,75.86206896551724,8.461145194274028,
GUM,Guam,,,44.19710834928438,104.4560022187255,71.76299180239918,,,36.343960238054166,36.18686868686868,49.895793861311105,,
GTM,Guatemala,44.64007751087702,32.54294915893209,18.129259232194265,50.83999220215788,40.480315348709766,36.31853065177831,103.69388635982327,43.464082729261676,67.20871327254306,73.47438020665085,14.565077869735267,
GGY,Guernsey,76.09739853744163,65.7614011715073,53.44609320900196,83.6389118596351,72.49017144563322,138.663770871843,214.74520307559126,75.88935574229693,61.111111111111114,11.49425287356322,11.376564277588168,
GIN,Guinea,,,18.23551911909863,47.42144931990324,35.82469091542563,,,39.95389822595705,100.0,106.66666666666666,,
GNB,Guinea-Bissau,,,8.999255925874351,,,,,47.77369281045751,44.90740740740741,,,
GUY,Guyana,50.91347138099841,37.91197141395949,22.420725586410526,62.92336210464888,53.89145032482515,55.79318257625997,105.79686727964659,33.065687934031246,49.59052219921786,60.088192777847944,11.425608160233523,
HTI,Haiti,55.844340591320766,43.30456739668661,28.363467548802795,50.37822360717449,62.25434818956862,57.134419167672625,,20.483759934418046,32.71604938271605,94.30076628352491,6.118866979793114,
HND,Honduras,37.14342922658985,25.26611454679644,11.11433191077031,40.066041649081754,33.74714464759634,43.77417670575758,94.06130767380118,28.11747647256768,37.00747863247863,75.5245324448496,10.270386300246642,
HKG,Hong Kong (China),75.00747793914547,67.2259176239483,57.95421327674036,74.99351711714172,50.76427192555043,96.82796355171442,128.19915044722896,78.57769931791387,66.5334576942928,66.15218465195561,31.75632797510356,
HUN,Hungary,46.95548773895267,31.576179057889913,13.251781716037616,45.60833025448229,45.24314993981809,82.83783841463622,148.85162415212085,66.59125560161395,54.21856196752298,46.21126659074118,12.66109376115867,
ISL,Iceland,98.42105214470004,75.44130643428912,48.06101256381084,106.62808069382201,105.17110201719086,121.56648478895437,197.3288110135917,74.76020252879475,68.69809181590007,17.131706157285215,7.503331813502487,
IND,India,18.64362131279432,11.980487474220332,4.041384714008744,21.390033611980385,15.301286442701151,76.99888584022315,122.19531262665359,55.82132562374134,65.5331703938968,72.81951818962514,10.773142569585216,
IDN,Indonesia,25.76566720567216,17.936114502148182,8.607227377006414,33.357069084747344,15.008439078714597,32.21463698671806,93.08704755312118,53.75439130814765,61.38601317418584,68.06810813765608,23.878628882209675,
IRN,Iran,22.676727796918705,15.567856856446397,7.097659758083708,20.716115889234523,16.218739035189177,33.09844669424245,89.51657105082708,49.270945500500915,52.80468429046218,75.20019817843406,16.516513862291287,
IRQ,Iraq,28.336671245668636,18.562129019898894,6.915793069813714,28.136079963678363,25.459783078298532,61.23196775981034,108.24328537926708,59.63979005618231,46.46439000600289,70.72919347653475,10.114499818830991,
IRL,Ireland,70.94895635309129,57.78594830779753,42.102266119080724,69.27909031038159,76.74140343065811,122.66265682324196,169.1111636600124,50.9465427811769,51.18147078701372,34.715133052103326,6.862674434231191,
IMN,Isle Of Man,75.46440262560736,55.268627632929565,31.205426011379256,66.04484538560769,91.85424359086892,121.65820648173111,214.65567360669928,80.15308994411163,66.26157407407408,18.130671506352087,5.768935909230298,
ISR,Israel,80.4791768649332,57.46018166651784,30.033122156011604,74.90835188490442,90.69979626371935,126.55560649251566,169.10840552515631,68.27010040235868,73.41013855450394,56.540568048897796,12.000408665918213,
ITA,Italy,61.85756576269776,42.63029437432104,19.721061714592913,63.44016043462025,64.74062298108532,92.00382659283642,153.10244219063577,52.6574943260579,64.80476969576219,53.128675705781646,8.287655949229077,
CIV,Ivory Coast,44.55175145116256,33.77951469866754,20.944428895605103,40.95646831630538,39.149239267496874,13.503099649059783,43.27652526019004,44.309941623708305,42.06349206349206,94.87038136775767,33.36094312537428,
JAM,Jamaica,56.21431698572311,39.12184771509897,18.75622498369584,66.51394719134365,48.080918399508825,34.76744254931047,82.22564817703585,32.76602385974445,51.52060471827914,65.6238436677009,21.631286738578982,
JPN,Japan,47.72664587617688,32.2706429301503,13.854864615707918,57.07602956195198,30.99292766091488,122.63568491614436,187.02917538285288,77.59084091854413,80.14083735431207,37.52089973121979,11.555053618095734,
JEY,Jersey,89.04489551677088,71.418477167632,50.41665580871397,79.31163861513384,102.61057513598368,109.57367983098776,177.6207613620844,72.71008403361344,53.93518518518519,26.724137931034484,16.36372834718132,
JOR,Jordan,39.47243680978394,24.881327051856964,7.496066218119919,36.730115622439186,40.659918372714046,57.1046157998757,126.30633669909744,60.29314685074495,65.57092483296475,77.09884769723398,7.575317067650592,
KAZ,Kazakhstan,30.010680914399956,20.93648163470137,10.124602075700507,30.142484360925152,31.9065420844794,56.714207098288014,107.0427558343628,54.897246273375686,60.704617231347974,73.02827792325276,9.33672187711947,
KEN,Kenya,28.860680884369266,18.977044938850113,7.200724168923818,30.13505177473655,26.901818832860847,37.27667518706572,99.57382407898888,44.7412929188106,62.23202418926103,69.0444612858406,16.914345140605956,
KIR,Kiribati,,,19.227030752566662,75.69235358655332,32.59746218577197,,,96.32352941176471,88.88888888888889,,59.076681300000004,
XKX,XKX,,,,,,,,,,,,
KWT,Kuwait,43.02615917366689,33.287594076729235,21.684124761133937,36.23682901906362,43.67918339068302,183.0496057925546,162.60256433426676,67.39765116708247,58.614005251663485,69.37231847497301,6.578736651311073,
KGZ,Kyrgyzstan,27.24967449383332,20.204896036088332,11.811064926891818,27.399989133640645,23.696476606619697,43.136341737226,100.01081923579267,49.838373343136226,57.47685185185185,72.26230425338812,15.123769844302256,
LAO,Laos,33.84701769994754,26.177515286373794,17.03932757227498,40.35408026361259,17.833407833075793,38.072306130567604,103.31238507111026,65.99641624996595,34.44444444444444,78.51016744016168,15.866171611317847,
LVA,Latvia,52.398002266945795,33.66355914534115,11.341529796822176,47.7149047403998,54.6137183720643,78.67122291565407,166.78029287862887,63.76816580195776,63.68277241003764,29.10176299957426,9.23157911688363,
LBN,Lebanon,42.13063904477513,29.195062016888997,13.782363161510888,35.61573312808052,44.06592051917964,39.20066303838564,98.81495955018727,53.10670605928871,63.71928535043358,89.21568365429505,17.542383617784907,
LSO,Lesotho,,,4.041534679063262,34.02751007565759,31.231708284301167,,,34.081447963800905,68.05555555555556,58.620689655172406,2.961136980709347,
LBR,Liberia,,,5.009091233526845,97.78550737602481,69.36632699983815,,,22.249312437924505,40.55555555555556,89.91956319542528,,
LBY,Libya,18.328193381002357,12.102156159379938,4.683852627007668,22.861851419855252,12.339518542001215,53.323421763741166,136.34595623106915,44.14587372860931,45.43422733077906,52.04645386961205,7.087326245221249,
LIE,Liechtenstein,113.934681299389,79.63712117951206,38.77168746423908,129.43838511591176,116.38737033793622,239.01991183447504,,93.58999413718976,70.37037037037037,6.4655172413793105,6.576982771198078,
LTU,Lithuania,50.90422077015878,34.473091871956925,14.895454089278875,46.37976014013992,55.679998727191624,91.76116816642022,180.40683293613318,66.85861250753993,75.47420760601504,25.065557147009095,10.022505339521292,
LUX,Luxembourg,79.33484419065773,64.65904797060796,47.17288348680473,79.02183453587517,86.43467605005655,169.70845728813626,211.04350709477941,66.82063281968439,72.01964361511085,24.376266123160132,9.203607500044217,
MAC,MAC,,,,,,,,,,,,
MDG,Madagascar,22.852337781939262,15.70474224454991,7.188404912219182,23.821635333501725,15.864936724613788,14.642002706274122,69.48759184009688,37.75185936443543,39.31623931623932,87.7006258439264,27.435072613505202,
MWI,Malawi,,,5.0930816154421645,31.615059283504937,25.995786779953296,,,43.88725490196078,37.5,64.16256157635468,,
MYS,Malaysia,33.81281043888574,22.40636018854061,8.815611021462223,42.162730812255866,23.826241291789806,84.4417707867972,136.17710710393138,51.847820761319646,70.70609295577982,60.64153799119686,8.809458307268718,
MDV,Maldives,47.954418126251724,36.58894878419195,23.04702823889523,52.98787361655386,41.5840330816958,43.612848856057376,103.40889678982151,47.55834176595462,45.94202898550725,74.55198530739983,11.627378092666458,
MLI,Mali,,,4.533325053112551,,37.295078682871896,,,48.94607843137255,18.51851851851852,85.51724137931035,104.58133089658314,
MLT,Malta,57.04677390072486,43.47649557607207,27.30755214582161,56.353653905027834,64.13232034419667,86.33778235713805,136.47714624525105,56.99822388983995,53.29190897888452,75.68715548824058,10.378042853221368,
MHL,Marshall Islands,,,20.29441857029,,45.00023484046755,,,77.32843137254902,,85.63218390804599,,
MTQ,Martinique,69.86819510521343,48.86344802546988,23.83635873710175,77.36155290664509,82.16864612901763,95.98052231565141,,37.13903743315508,75.0,62.58620689655172,6.618238993710692,
MRT,Mauritania,40.940081958761034,24.87248558867514,5.727995656139914,29.10180178904066,23.602975700309507,46.284127720573494,,61.92810457516339,43.7037037037037,83.04597701149426,35.67266722008782,
MUS,Mauritius,38.574787191682304,25.814174067303885,10.609944146053147,41.39282810366893,32.60948871365035,57.25437284320297,119.34685883352505,50.55473878922759,63.36204279721609,54.58477480923944,20.467114862600905,
MYT,Mayotte,,,,,,,,41.17647058823529,,,,
MEX,Mexico,43.62445481502797,31.614869065650307,17.30548587122729,47.75137071377854,44.521509469120126,51.096522440214656,125.64532097902439,47.1424191537847,72.2254347149235,58.25293909057781,13.320495830069756,
FSM,Micronesia,59.540897115439876,41.75710072768914,20.567763936692156,77.4631572152602,54.72955266991178,13.915663655748627,,55.43794440853264,56.48148148148148,66.55172413793103,17.537528868360276,
MDA,Moldova,36.01659739239841,26.211670080327963,14.52913039662985,33.14979941098679,33.077514792161395,58.039213612041166,125.18265418338724,55.37548287780315,52.213114286040586,60.82438289052195,14.512936621701439,
MCO,Macao,,,,,,,,,,,,
MNG,Mongolia,31.672805339076977,24.831210568730206,16.679472176344316,35.91859718842036,24.765635027793717,45.59498195348007,74.27429209793522,48.64129654138247,51.633945976051244,88.01937603718457,11.409692363692528,
MNE,Montenegro,43.173389737482445,30.79520249921496,16.046631804021352,40.76210131592147,46.607797052925406,68.17613274372596,151.633503295165,65.58368950084572,47.40559279267263,45.00814645869138,12.82560185957217,
MSR,Montserrat,,,,,57.99777176647689,,,87.74509803921569,,,,
MAR,Morocco,31.29704930827597,20.606259098473092,7.86821659178774,33.056370158686235,24.910802019353103,47.5451279903937,114.29953879803408,52.81654955915409,46.83264333253697,68.78985571565472,13.367828700894172,
MOZ,Mozambique,37.15979169590623,25.57838915955275,11.779184900560521,34.48039787382447,35.198203372870566,32.28001176172334,75.6307667343155,39.045504052720794,38.725490196078425,70.3501326259947,38.277428464736836,
MMR,Myanmar,38.19458103067307,25.471720118940578,10.312471838893899,38.44394169802531,16.37955669753178,20.78902598608685,62.14710575572967,48.45983910518502,48.38643790849673,89.78687518144282,20.788987056126544,
NAM,Namibia,36.671634119947896,26.23495178399869,13.79967800019627,37.652385049090284,32.11662153848015,77.12541518079702,156.53145643887103,36.16953322065051,65.07005539263604,40.722242555273404,3.324469155880291,
NRU,Nauru,,,,,38.823978112967986,,,52.843137254901954,,,,
NPL,Nepal,22.464975159949294,13.502189727173997,2.8230594121570722,23.12006748088663,17.03829516004309,30.36203488265822,76.46544521763154,63.987429454359415,57.89112701743089,84.34192337082642,43.132720454851835,
NLD,Netherlands,73.95625403860197,57.25165101866324,37.34816969039131,67.49001190010382,81.72076941517717,138.38338637429771,208.97868778874857,72.15094916304903,77.01053612948992,23.34036376751035,7.538549982616448,
NCL,New Caledonia,90.43589074659789,58.909751315817395,21.346456530297896,118.57779676311341,83.96676616888902,97.21104022648841,142.1601054411602,35.82983193277311,61.111111111111114,55.747126436781606,8.20096685082873,
NZL,New Zealand,61.157234223092075,44.84899141190189,25.41777201075747,66.69883194909715,60.11153489853764,130.07617211800562,189.4884861458202,51.232393607273444,68.13120711562702,26.405549403324038,7.9069736431716295,
NIC,Nicaragua,34.356521462072756,22.147119055507293,7.599654950052269,41.750413267260264,26.036767667389395,27.221262894402454,95.73875579073386,49.21885813830822,60.302717578259376,60.776476078200226,15.944542374494352,
NER,Niger,,,12.721921003228115,,34.616330472550736,,,33.700980392156865,30.555555555555557,63.793103448275865,21.091817456601778,
NGA,Nigeria,27.834702336108947,24.930051611153804,21.46916951773975,31.705291509308065,21.398523921667053,8.796731184544868,0.0,32.920469528260696,48.01551516636759,87.13350922387862,95.18442459457816,
NIU,Niue,,,,,54.37316691117623,,,38.23529411764706,,46.55172413793103,,
NFK,Norfolk Island,,,,,,,,,,,,
PRK,North Korea,40.52930204091284,26.161422870661006,9.042140571606181,45.77002581662858,38.26473213666111,18.754468409052045,,62.147417106377425,42.013888888888886,72.41379310344827,33.00230134131399,
MKD,North Macedonia,35.45206814363936,22.750001280385902,7.615529042915487,34.99422057165113,28.97906848944046,67.57183775896722,125.58718583189878,58.76887334923217,55.5493850655975,79.30928793105467,11.09908514187387,
